name;machine;experiment;material;sample;fluid;method;type of energy;value (J/m^2);min (J/m^2);max (J/m^2);type of slip;value (m);min (m);max (m);normal stress (MPa);conf stress (MPa);pore press (MPa);stress drop (MPa);T (°C);peak slip velocity (m/s);Reference;Collection;Notes;Group;;;
LHV369;rotary;trapezoidal;carbonate fault breccia Wenchuan;gouge;wet drained to atmosphere;;Wb(Dc);780000;;;Dc;4.2;;;1;;;;;1.3;Chen et al., 2017;Di Toro et al., in prep.;;3;;;
LHV368;rotary;trapezoidal;carbonate fault breccia Wenchuan;gouge;wet drained to atmosphere;;Wb(Dc);10000;;;Dc;0.2;;;1;;;;;1.3;Chen et al., 2017;Di Toro et al., in prep.;;3;;;
LHV371;rotary;trapezoidal;carbonate fault breccia Wenchuan;gouge;wet drained to atmosphere;;Wb(Dc);400000;;;Dc;2.5;;;1;;;;;1.3;Chen et al., 2017;Di Toro et al., in prep.;;3;;;
s1736;rotary;trapezoidal;Hikurangi hanging wall;gouge;fluid pressurized;;Wb(Dc);79000;;;Dc;0.17;;;3;;;;;0.8;Aretusini et al., 2021a;Di Toro et al., in prep.;;3;;;
s1737;rotary;trapezoidal;Hikurangi foot wall;gouge;fluid pressurized;;Wb(Dc);128000;;;Dc;0.38;;;3;;;;;0.8;Aretusini et al., 2021a;Di Toro et al., in prep.;;3;;;
s1738;rotary;trapezoidal;Hikurangi fault core;gouge;fluid pressurized;;Wb(Dc);56000;;;Dc;0.08;;;3;;;;;0.8;Aretusini et al., 2021a;Di Toro et al., in prep.;;3;;;
s1739;rotary;trapezoidal;Hikurangi hanging wall;gouge;fluid pressurized;;Wb(Dc);78000;;;Dc;0.23;;;3;;;;;0.8;Aretusini et al., 2021a;Di Toro et al., in prep.;;3;;;
s1741;rotary;trapezoidal;Hikurangi fault core;gouge;fluid pressurized;;Wb(Dc);47000;;;Dc;0.12;;;3;;;;;0.8;Aretusini et al., 2021a;Di Toro et al., in prep.;;3;;;
s1742;rotary;trapezoidal;Hikurangi foot wall;gouge;fluid pressurized;;Wb(Dc);70000;;;Dc;0.18;;;3;;;;;0.8;Aretusini et al., 2021a;Di Toro et al., in prep.;;3;;;
s1823;rotary;trapezoidal;Carrara marble gouge;gouge;fluid pressurized;;Wb(Dc);110000;;;Dc;0.11;;;3;;;;;0.8;Aretusini et al., 2021a;Di Toro et al., in prep.;;3;;;
s1188;rotary;trapezoidal;Costa Rica silty clay;gouge;dry gouge;;Wb(Dc);650000;;;Dc;0.28;;;5;;;;;1;Vannucchi et al., 2017;Di Toro et al., in prep.;;3;;;
s1475;rotary;trapezoidal;Costa Rica silty clay;gouge;dry gouge;;Wb(Dc);560000;;;Dc;0.3;;;5;;;;;1;Vannucchi et al., 2017;Di Toro et al., in prep.;;3;;;
s1476;rotary;trapezoidal;Costa Rica silty clay;gouge;dry gouge;;Wb(Dc);10000;;;Dc;0.02;;;5;;;;;0.01;Vannucchi et al., 2017;Di Toro et al., in prep.;;3;;;
s1189;rotary;trapezoidal;Costa Rica silty clay;gouge;dry gouge;;Wb(Dc);670000;;;Dc;0.02;;;5;;;;;0.01;Vannucchi et al., 2017;Di Toro et al., in prep.;;3;;;
s1194;rotary;trapezoidal;Costa Rica biogenic ooze;gouge;dry gouge;;Wb(Dc);160000;;;Dc;0.02;;;5;;;;;1;Vannucchi et al., 2017;Di Toro et al., in prep.;;3;;;
s1477;rotary;trapezoidal;Costa Rica biogenic ooze;gouge;dry gouge;;Wb(Dc);330000;;;Dc;0.1;;;5;;;;;1;Vannucchi et al., 2017;Di Toro et al., in prep.;;3;;;
s1195;rotary;trapezoidal;Costa Rica biogenic ooze;gouge;dry gouge;;Wb(Dc);560000;;;Dc;0.01;;;5;;;;;0.01;Vannucchi et al., 2017;Di Toro et al., in prep.;;3;;;
s1474;rotary;trapezoidal;Costa Rica biogenic ooze;gouge;dry gouge;;Wb(Dc);250000;;;Dc;0.01;;;5;;;;;0.01;Vannucchi et al., 2017;Di Toro et al., in prep.;;3;;;
HVR1472;rotary;trapezoidal;Talc;gouge;dry gouge;;Wb(Dc);5520000;;;Dc;19.49;;;0.95;;;;;1.31;Boutareaud et al., 2012;Di Toro et al., in prep.;;3;;;
HVR1473;rotary;trapezoidal;Talc;gouge;dry gouge;;Wb(Dc);5520000;;;Dc;15.72;;;1.36;;;;;1.31;Boutareaud et al., 2012;Di Toro et al., in prep.;;3;;;
HVR1474;rotary;trapezoidal;Talc;gouge;dry gouge;;Wb(Dc);4580000;;;Dc;24.33;;;0.55;;;;;1.31;Boutareaud et al., 2012;Di Toro et al., in prep.;;3;;;
HVR1587;rotary;trapezoidal;Talc;gouge;dry gouge;;Wb(Dc);4520000;;;Dc;37.69;;;0.27;;;;;1.31;Boutareaud et al., 2012;Di Toro et al., in prep.;;3;;;
HVR1588;rotary;trapezoidal;Talc;gouge;dry gouge;;Wb(Dc);3420000;;;Dc;10.7;;;1.8;;;;;1.31;Boutareaud et al., 2012;Di Toro et al., in prep.;;3;;;
HVR1714;rotary;trapezoidal;Talc;gouge;dry gouge;;Wb(Dc);5850000;;;Dc;23.67;;;0.97;;;;;1.31;Boutareaud et al., 2012;Di Toro et al., in prep.;;3;;;
HVR178;rotary;trapezoidal;Nojima Fault gouge;gouge;dry gouge;;Wb(Dc);1680000;;;Dc;39;;;0.66;;;;;1.03;Mizoguchi et al., 2007;Di Toro et al., in prep.;;3;;;
HVR189;rotary;trapezoidal;Nojima Fault gouge;gouge;dry gouge;;Wb(Dc);439000;;;Dc;24;;;0.38;;;;;1.03;Mizoguchi et al., 2007;Di Toro et al., in prep.;;3;;;
HVR190;rotary;trapezoidal;Nojima Fault gouge;gouge;dry gouge;;Wb(Dc);643000;;;Dc;35;;;0.35;;;;;1.03;Mizoguchi et al., 2007;Di Toro et al., in prep.;;3;;;
HVR183;rotary;trapezoidal;Nojima Fault gouge;gouge;dry gouge;;Wb(Dc);1740000;;;Dc;26;;;0.64;;;;;1.03;Mizoguchi et al., 2007;Di Toro et al., in prep.;;3;;;
HVR184;rotary;trapezoidal;Nojima Fault gouge;gouge;dry gouge;;Wb(Dc);1130000;;;Dc;26;;;0.64;;;;;1.03;Mizoguchi et al., 2007;Di Toro et al., in prep.;;3;;;
HVR180;rotary;trapezoidal;Nojima Fault gouge;gouge;dry gouge;;Wb(Dc);1210000;;;Dc;5;;;1.26;;;;;1.03;Mizoguchi et al., 2007;Di Toro et al., in prep.;;3;;;
HVR185;rotary;trapezoidal;Nojima Fault gouge;gouge;dry gouge;;Wb(Dc);1740000;;;Dc;7;;;1.29;;;;;1.03;Mizoguchi et al., 2007;Di Toro et al., in prep.;;3;;;
HVR182;rotary;trapezoidal;Nojima Fault gouge;gouge;dry gouge;;Wb(Dc);3280000;;;Dc;8;;;1.87;;;;;1.03;Mizoguchi et al., 2007;Di Toro et al., in prep.;;3;;;
HVR188;rotary;trapezoidal;Nojima Fault gouge;gouge;dry gouge;;Wb(Dc);2570000;;;Dc;6;;;1.86;;;;;1.03;Mizoguchi et al., 2007;Di Toro et al., in prep.;;3;;;
HDR059;rotary;trapezoidal;Nojima Fault gouge (clayey);gouge;dry gouge;;Wb(Dc);3020000;;;Dc;13.2;;;1.26;;;;;1.31;Sawai et al., 2012;Di Toro et al., in prep.;;3;;;
HDR106;rotary;trapezoidal;Nojima Fault gouge (clayey);gouge;dry gouge;;Wb(Dc);2470000;;;Dc;11.4;;;1.28;;;;;1.31;Sawai et al., 2012;Di Toro et al., in prep.;;3;;;
HDR107;rotary;trapezoidal;Nojima Fault gouge (clayey);gouge;dry gouge;;Wb(Dc);1420000;;;Dc;4.7;;;1.35;;;;;1.31;Sawai et al., 2012;Di Toro et al., in prep.;;3;;;
HDR108;rotary;trapezoidal;Nojima Fault gouge (clayey);gouge;dry gouge;;Wb(Dc);2460000;;;Dc;6.4;;;1.32;;;;;1.31;Sawai et al., 2012;Di Toro et al., in prep.;;3;;;
HDR907;rotary;trapezoidal;Nojima Fault gouge (clayey);gouge;dry gouge;;Wb(Dc);4140000;;;Dc;4.2;;;2.3;;;;;1.31;Sawai et al., 2012;Di Toro et al., in prep.;;3;;;
HDR908;rotary;trapezoidal;Nojima Fault gouge (clayey);gouge;dry gouge;;Wb(Dc);1780000;;;Dc;3.7;;;1.6;;;;;1.31;Sawai et al., 2012;Di Toro et al., in prep.;;3;;;
HDR909;rotary;trapezoidal;Nojima Fault gouge (clayey);gouge;dry gouge;;Wb(Dc);1800000;;;Dc;9.6;;;0.88;;;;;1.31;Sawai et al., 2012;Di Toro et al., in prep.;;3;;;
HDR910;rotary;trapezoidal;Nojima Fault gouge (clayey);gouge;dry gouge;;Wb(Dc);4530000;;;Dc;2.8;;;3.17;;;;;1.31;Sawai et al., 2012;Di Toro et al., in prep.;;3;;;
HDR918;rotary;trapezoidal;Nojima Fault gouge (clayey);gouge;dry gouge;;Wb(Dc);3870000;;;Dc;11.1;;;1.34;;;;;0.65;Sawai et al., 2012;Di Toro et al., in prep.;;3;;;
HDR920;rotary;trapezoidal;Nojima Fault gouge (clayey);gouge;dry gouge;;Wb(Dc);1520000;;;Dc;4.5;;;1.31;;;;;1.31;Sawai et al., 2012;Di Toro et al., in prep.;;3;;;
HDR151;rotary;trapezoidal;Nojima Fault gouge (granular);gouge;dry gouge;;Wb(Dc);2330000;;;Dc;7.1;;;1.29;;;;;1.31;Sawai et al., 2012;Di Toro et al., in prep.;;3;;;
HDR152;rotary;trapezoidal;Nojima Fault gouge (granular);gouge;dry gouge;;Wb(Dc);2390000;;;Dc;7.4;;;1.28;;;;;1;Sawai et al., 2012;Di Toro et al., in prep.;;3;;;
HDR153;rotary;trapezoidal;Nojima Fault gouge (granular);gouge;dry gouge;;Wb(Dc);3870000;;;Dc;13;;;1.29;;;;;0.65;Sawai et al., 2012;Di Toro et al., in prep.;;3;;;
HDR154;rotary;trapezoidal;Nojima Fault gouge (granular);gouge;dry gouge;;Wb(Dc);4240000;;;Dc;30.9;;;1.23;;;;;0.33;Sawai et al., 2012;Di Toro et al., in prep.;;3;;;
HDR175;rotary;trapezoidal;Nojima Fault gouge (granular);gouge;dry gouge;;Wb(Dc);4260000;;;Dc;5.9;;;2.1;;;;;1.31;Sawai et al., 2012;Di Toro et al., in prep.;;3;;;
HDR176;rotary;trapezoidal;Nojima Fault gouge (granular);gouge;dry gouge;;Wb(Dc);4620000;;;Dc;4.7;;;2.51;;;;;1.31;Sawai et al., 2012;Di Toro et al., in prep.;;3;;;
HDR178;rotary;trapezoidal;Nojima Fault gouge (granular);gouge;dry gouge;;Wb(Dc);6520000;;;Dc;3.3;;;3.64;;;;;1.31;Sawai et al., 2012;Di Toro et al., in prep.;;3;;;
HDR900;rotary;trapezoidal;Nojima Fault gouge (granular);gouge;dry gouge;;Wb(Dc);10300000;;;Dc;36.2;;;1.12;;;;;0.65;Sawai et al., 2012;Di Toro et al., in prep.;;3;;;
HDR911;rotary;trapezoidal;Nojima Fault gouge (granular);gouge;dry gouge;;Wb(Dc);2760000;;;Dc;7.3;;;1.28;;;;;1.31;Sawai et al., 2012;Di Toro et al., in prep.;;3;;;
HDR919;rotary;trapezoidal;Nojima Fault gouge (granular);gouge;dry gouge;;Wb(Dc);4320000;;;Dc;15.2;;;1.24;;;;;1.31;Sawai et al., 2012;Di Toro et al., in prep.;;3;;;
HVR787;rotary;trapezoidal;Median Tectonic Line (SW Japan) fault gouge;gouge;dry gouge;;Wb(Dc);3800000;;;Dc;18;;;0.48;;;;;1.04;Brantut et al., 2008;Di Toro et al., in prep.;;3;;;
HVR782;rotary;trapezoidal;Median Tectonic Line (SW Japan) fault gouge;gouge;dry gouge;;Wb(Dc);5500000;;;Dc;16.6;;;0.59;;;;;1.04;Brantut et al., 2008;Di Toro et al., in prep.;;3;;;
HVR786;rotary;trapezoidal;Median Tectonic Line (SW Japan) fault gouge;gouge;dry gouge;;Wb(Dc);3900000;;;Dc;20.5;;;0.82;;;;;1.04;Brantut et al., 2008;Di Toro et al., in prep.;;3;;;
HVR781;rotary;trapezoidal;Median Tectonic Line (SW Japan) fault gouge;gouge;dry gouge;;Wb(Dc);5800000;;;Dc;19;;;0.99;;;;;1.04;Brantut et al., 2008;Di Toro et al., in prep.;;3;;;
HVR788;rotary;trapezoidal;Median Tectonic Line (SW Japan) fault gouge;gouge;dry gouge;;Wb(Dc);5600000;;;Dc;13.1;;;1.15;;;;;1.04;Brantut et al., 2008;Di Toro et al., in prep.;;3;;;
HVR780;rotary;trapezoidal;Median Tectonic Line (SW Japan) fault gouge;gouge;dry gouge;;Wb(Dc);5000000;;;Dc;4.1;;;1.32;;;;;1.04;Brantut et al., 2008;Di Toro et al., in prep.;;3;;;
HVR1489;rotary;trapezoidal;Longmenshan fault gouge (2008 Wenchuan earthquake);gouge;dry gouge;;Wb(Dc);1210000;;;Dc;0.69;;;1.01;;;;;1.3;Togo et al., 2011b;Di Toro et al., in prep.;;3;;;
HVR1490;rotary;trapezoidal;Longmenshan fault gouge (2008 Wenchuan earthquake);gouge;dry gouge;;Wb(Dc);1280000;;;Dc;9.74;;;0.8;;;;;1.3;Togo et al., 2011b;Di Toro et al., in prep.;;3;;;
HVR1491;rotary;trapezoidal;Longmenshan fault gouge (2008 Wenchuan earthquake);gouge;dry gouge;;Wb(Dc);1120000;;;Dc;12.4;;;0.61;;;;;1.3;Togo et al., 2011b;Di Toro et al., in prep.;;3;;;
HVR1494;rotary;trapezoidal;Longmenshan fault gouge (2008 Wenchuan earthquake);gouge;dry gouge;;Wb(Dc);1020000;;;Dc;4.53;;;1.21;;;;;1.3;Togo et al., 2011b;Di Toro et al., in prep.;;3;;;
HVR1496;rotary;trapezoidal;Longmenshan fault gouge (2008 Wenchuan earthquake);gouge;dry gouge;;Wb(Dc);2130000;;;Dc;4.87;;;1.64;;;;;1.3;Togo et al., 2011b;Di Toro et al., in prep.;;3;;;
HVR1497;rotary;trapezoidal;Longmenshan fault gouge (2008 Wenchuan earthquake);gouge;dry gouge;;Wb(Dc);2770000;;;Dc;3.65;;;2.05;;;;;1.3;Togo et al., 2011b;Di Toro et al., in prep.;;3;;;
HVR1498;rotary;trapezoidal;Longmenshan fault gouge (2008 Wenchuan earthquake);gouge;dry gouge;;Wb(Dc);2370000;;;Dc;8.9;;;1.01;;;;;0.87;Togo et al., 2011b;Di Toro et al., in prep.;;3;;;
HVR1499;rotary;trapezoidal;Longmenshan fault gouge (2008 Wenchuan earthquake);gouge;dry gouge;;Wb(Dc);1960000;;;Dc;13.76;;;1.01;;;;;0.43;Togo et al., 2011b;Di Toro et al., in prep.;;3;;;
HVR1502;rotary;trapezoidal;Longmenshan fault gouge (2008 Wenchuan earthquake);gouge;dry gouge;;Wb(Dc);3160000;;;Dc;1.88;;;3.04;;;;;1.3;Togo et al., 2011b;Di Toro et al., in prep.;;3;;;
HVR1624;rotary;trapezoidal;Longmenshan fault gouge (2008 Wenchuan earthquake);gouge;dry gouge;;Wb(Dc);1740000;;;Dc;6.99;;;1.03;;;;;1.08;Togo et al., 2011b;Di Toro et al., in prep.;;3;;;
HVR1625;rotary;trapezoidal;Longmenshan fault gouge (2008 Wenchuan earthquake);gouge;dry gouge;;Wb(Dc);4880000;;;Dc;13.13;;;1.02;;;;;0.59;Togo et al., 2011b;Di Toro et al., in prep.;;3;;;
LHV228;rotary;trapezoidal;WFSD-1 drill core 673.6?m;gouge;dry gouge;;Wb(Dc);1010000;;;Dc;6.27;;;1;;;;;1.4;Togo et al., 2016;Di Toro et al., in prep.;;3;;;
LHV237;rotary;trapezoidal;WFSD-1 drill core 586.1?m;gouge;dry gouge;;Wb(Dc);1330000;;;Dc;10.8;;;1;;;;;1.4;Togo et al., 2016;Di Toro et al., in prep.;;3;;;
LHV240;rotary;trapezoidal;WFSD-1 drill core 970.4?m;gouge;dry gouge;;Wb(Dc);1700000;;;Dc;10.6;;;1;;;;;1.4;Togo et al., 2016;Di Toro et al., in prep.;;3;;;
DolPdc1392;rotary;trapezoidal;Dolomite partially decomposed;gouge;dry gouge;;Wb(Dc);1250000;;;Dc;5.05;;;1.21;;;;;1.3;De Paola et al., 2011;Di Toro et al., in prep.;;3;;;
DolPdc1393;rotary;trapezoidal;Dolomite partially decomposed;gouge;dry gouge;;Wb(Dc);1560000;;;Dc;7.59;;;1.22;;;;;1.3;De Paola et al., 2011;Di Toro et al., in prep.;;3;;;
DolPdc1390;rotary;trapezoidal;Dolomite partially decomposed;gouge;dry gouge;;Wb(Dc);2410000;;;Dc;5.85;;;1.61;;;;;1.3;De Paola et al., 2011;Di Toro et al., in prep.;;3;;;
DolPdc1391;rotary;trapezoidal;Dolomite partially decomposed;gouge;dry gouge;;Wb(Dc);1820000;;;Dc;3.29;;;2.01;;;;;1.3;De Paola et al., 2011;Di Toro et al., in prep.;;3;;;
DolTdc1192;rotary;trapezoidal;Dolomite totally decomposed;gouge;dry gouge;;Wb(Dc);4520000;;;Dc;9.42;;;1.22;;;;;1.3;De Paola et al., 2011;Di Toro et al., in prep.;;3;;;
DolTdc1197;rotary;trapezoidal;Dolomite totally decomposed;gouge;dry gouge;;Wb(Dc);3110000;;;Dc;14.99;;;1.25;;;;;1.3;De Paola et al., 2011;Di Toro et al., in prep.;;3;;;
DolTdc1193;rotary;trapezoidal;Dolomite totally decomposed;gouge;dry gouge;;Wb(Dc);920000;;;Dc;7.04;;;1.62;;;;;1.3;De Paola et al., 2011;Di Toro et al., in prep.;;3;;;
DolTdc1196;rotary;trapezoidal;Dolomite totally decomposed;gouge;dry gouge;;Wb(Dc);1840000;;;Dc;10.25;;;1.64;;;;;1.3;De Paola et al., 2011;Di Toro et al., in prep.;;3;;;
DolTdc1194;rotary;trapezoidal;Dolomite totally decomposed;gouge;dry gouge;;Wb(Dc);4680000;;;Dc;14.5;;;2.06;;;;;1.3;De Paola et al., 2011;Di Toro et al., in prep.;;3;;;
DolTdc1195;rotary;trapezoidal;Dolomite totally decomposed;gouge;dry gouge;;Wb(Dc);2720000;;;Dc;12.01;;;2.05;;;;;1.3;De Paola et al., 2011;Di Toro et al., in prep.;;3;;;
Doldisp1352;rotary;trapezoidal;Dolomite;gouge;dry gouge;;Wb(Dc);770000;;;Dc;3.04;;;1.22;;;;;1.3;De Paola et al., 2011;Di Toro et al., in prep.;;3;;;
Doldisp1354;rotary;trapezoidal;Dolomite;gouge;dry gouge;;Wb(Dc);950000;;;Dc;3.83;;;1.22;;;;;1.3;De Paola et al., 2011;Di Toro et al., in prep.;;3;;;
Doldisp1353;rotary;trapezoidal;Dolomite;gouge;dry gouge;;Wb(Dc);710000;;;Dc;3.44;;;1.22;;;;;1.3;De Paola et al., 2011;Di Toro et al., in prep.;;3;;;
Dol1168;rotary;trapezoidal;Dolomite;gouge;dry gouge;;Wb(Dc);1100000;;;Dc;5.41;;;1.22;;;;;0.69;De Paola et al. 2011;Di Toro et al., in prep.;;3;;;
Dol1160;rotary;trapezoidal;Dolomite;gouge;dry gouge;;Wb(Dc);3130000;;;Dc;30.02;;;0.43;;;;;1.3;De Paola et al. 2011;Di Toro et al., in prep.;;3;;;
Dol1161;rotary;trapezoidal;Dolomite;gouge;dry gouge;;Wb(Dc);1860000;;;Dc;10.65;;;0.82;;;;;1.3;De Paola et al. 2011;Di Toro et al., in prep.;;3;;;
Dol1156;rotary;trapezoidal;Dolomite;gouge;dry gouge;;Wb(Dc);4010000;;;Dc;24.51;;;0.81;;;;;1.3;De Paola et al. 2011;Di Toro et al., in prep.;;3;;;
Dol1158;rotary;trapezoidal;Dolomite;gouge;dry gouge;;Wb(Dc);1250000;;;Dc;5.15;;;1.21;;;;;1.3;De Paola et al. 2011;Di Toro et al., in prep.;;3;;;
Dol1157;rotary;trapezoidal;Dolomite;gouge;dry gouge;;Wb(Dc);2390000;;;Dc;6.88;;;1.22;;;;;1.3;De Paola et al. 2011;Di Toro et al., in prep.;;3;;;
Dol1159;rotary;trapezoidal;Dolomite;gouge;dry gouge;;Wb(Dc);1060000;;;Dc;4.41;;;1.65;;;;;1.3;De Paola et al. 2011;Di Toro et al., in prep.;;3;;;
Dol1167;rotary;trapezoidal;Dolomite;gouge;dry gouge;;Wb(Dc);1540000;;;Dc;4.79;;;1.62;;;;;1.3;De Paola et al. 2011;Di Toro et al., in prep.;;3;;;
Dol1165;rotary;trapezoidal;Dolomite;gouge;dry gouge;;Wb(Dc);2400000;;;Dc;6.58;;;1.63;;;;;1.3;De Paola et al. 2011;Di Toro et al., in prep.;;3;;;
Dol1164;rotary;trapezoidal;Dolomite;gouge;dry gouge;;Wb(Dc);1300000;;;Dc;3.05;;;2.03;;;;;1.3;De Paola et al. 2011;Di Toro et al., in prep.;;3;;;
Dol1163;rotary;trapezoidal;Dolomite;gouge;dry gouge;;Wb(Dc);2630000;;;Dc;5.62;;;2.07;;;;;1.3;De Paola et al. 2011;Di Toro et al., in prep.;;3;;;
s1815;rotary;trapezoidal;Hikurangi fault core;gouge;dry gouge;;Wb(Dc);106000;;;Dc;0.36;;;3;;;;;0.8;Aretusini et al., 2021a;Di Toro et al., in prep.;;3;;;
s1811;rotary;trapezoidal;Hikurangi fault core;gouge;dry gouge;;Wb(Dc);110000;;;Dc;0.25;;;3;;;;;0.8;Aretusini et al., 2021a;Di Toro et al., in prep.;;3;;;
s262a;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);1290000;;;Dc;1.38;;;8.5;;;;;1;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s262b;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);999000;;;Dc;0.95;;;8.5;;;;;1;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s265;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);421000;;;Dc;0.67;;;2.3;;;;;1;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s266;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);2290000;;;Dc;0.62;;;17.3;;;;;0.56;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s269;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);471000;;;Dc;0.44;;;8.5;;;;;1;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s270;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);1080000;;;Dc;0.28;;;17.3;;;;;1;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s271;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);1560000;;;Dc;0.31;;;17.3;;;;;3.4;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s272;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);2250000;;;Dc;0.9;;;17.3;;;;;0.1;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s274a;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);870000;;;Dc;0.58;;;8.5;;;;;0.56;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s274b;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);576000;;;Dc;0.65;;;8.5;;;;;0.56;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s275;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);3160000;;;Dc;0.66;;;17.3;;;;;0.3;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s277;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);646000;;;Dc;0.55;;;4.1;;;;;3.4;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s278;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);1350000;;;Dc;0.36;;;17.3;;;;;2.25;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s280;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);1520000;;;Dc;0.31;;;26.3;;;;;1;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s355;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);2040000;;;Dc;1.75;;;8.5;;;;;1;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s357;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);1290000;;;Dc;0.94;;;8.5;;;;;1;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s363a;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);1610000;;;Dc;1.04;;;8.5;;;;;1;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s363b;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);581000;;;Dc;0.72;;;8.5;;;;;1;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s364a;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);666000;;;Dc;0.44;;;8.5;;;;;1;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s364b;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);784000;;;Dc;0.56;;;8.5;;;;;1;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s365;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);1390000;;;Dc;0.62;;;8.5;;;;;1;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s366;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);1380000;;;Dc;0.75;;;8.5;;;;;1;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s367;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);1110000;;;Dc;0.62;;;8.5;;;;;1;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s385;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);1850000;;;Dc;0.83;;;13;;;;;1;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s389;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);1100000;;;Dc;0.23;;;21.5;;;;;1;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s478a;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);708000;;;Dc;0.29;;;10;;;;;1;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s478b;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);319000;;;Dc;0.52;;;10;;;;;1;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s493;rotary;trapezoidal;calcite;gouge;dry gouge;;Wb(Dc);906000;;;Dc;0.6;;;8.5;;;;;1;Smith et al., 2013;Di Toro et al., in prep.;;3;;;
s897;rotary;trapezoidal;calcite fault gouge;gouge;dry gouge;;Wb(Dc);72200;;;Dc;0.25;;;3;;;;;1;Rempe et al., 2017;Di Toro et al., in prep.;;3;;;
s886;rotary;trapezoidal;calcite fault gouge;gouge;dry gouge;;Wb(Dc);802000;;;Dc;1.42;;;3;;;;;1;Rempe et al., 2017;Di Toro et al., in prep.;;3;;;
s1013;rotary;trapezoidal;calcite fault gouge;gouge;dry gouge;;Wb(Dc);368000;;;Dc;0.23;;;8.5;;;;;1;Rempe et al., 2017;Di Toro et al., in prep.;;3;;;
s943;rotary;trapezoidal;calcite fault gouge;gouge;dry gouge;;Wb(Dc);712000;;;Dc;0.82;;;8.5;;;;;1;Rempe et al., 2017;Di Toro et al., in prep.;;3;;;
LHVR681;rotary;trapezoidal;quartz gouge (crushed quartz);gouge;dry gouge;;Wb(Dc);1840000;;;Dc;3.64;;;3.13;;;;;1.28;Togo & Shimamoto, 2012;Di Toro et al., in prep.;;3;;;
LHVR683;rotary;trapezoidal;quartz gouge (crushed quartz);gouge;dry gouge;;Wb(Dc);3280000;;;Dc;7.17;;;2.92;;;;;1.27;Togo & Shimamoto, 2012;Di Toro et al., in prep.;;3;;;
